Survived,Pclass,Sex,SibSp,Parch,Embarked,FamilySize,IsAlone,FareGroup,InCabin,Deck,RoomGroup,AgeGroup,Title
0,3,True,-0.47454519624983954,-0.4736736092984604,C,-0.5609748304808925,1,A,False,N,r1,Young Adult,Mr
0,1,True,1.340131927606843,-0.4736736092984604,Q,0.6792945838081278,0,D,True,C,r3,Adut,Rare
0,3,False,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,A,False,N,r1,Young Adult,Miss
1,2,False,-0.47454519624983954,2.0089333664952354,S,0.6792945838081278,0,C,False,N,r1,Student,Mrs
1,1,True,0.4327933656785018,0.7676298785983874,S,0.6792945838081278,0,D,True,D,r1,Adut,Mr
0,2,True,0.4327933656785018,-0.4736736092984604,S,0.059159876663617626,0,C,False,N,r1,Adut,Rare
0,3,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,A,False,N,r1,Unknown,Mr
0,3,False,0.4327933656785018,0.7676298785983874,S,0.6792945838081278,0,B,True,G,r1,Young Adult,Mrs
0,1,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,C,True,C,r3,Senior,Mr
0,3,True,0.4327933656785018,-0.4736736092984604,S,0.059159876663617626,0,C,False,N,r1,Young Adult,Mr
0,3,False,-0.47454519624983954,2.0089333664952354,S,0.6792945838081278,0,C,False,N,r1,Adut,Mrs
1,3,False,-0.47454519624983954,2.0089333664952354,C,0.6792945838081278,0,C,False,N,r1,Young Adult,Mrs
1,1,False,-0.47454519624983954,-0.4736736092984604,C,-0.5609748304808925,1,D,False,N,r1,Unknown,Mrs
1,1,False,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,D,True,B,r3,Young Adult,Miss
1,1,False,-0.47454519624983954,-0.4736736092984604,C,-0.5609748304808925,1,D,False,N,r1,Young Adult,Miss
1,2,False,-0.47454519624983954,0.7676298785983874,S,0.059159876663617626,0,C,False,N,r1,Adut,Mrs
0,3,True,-0.47454519624983954,-0.4736736092984604,Q,-0.5609748304808925,1,A,False,N,r1,Unknown,Mr
1,3,True,3.1548090514635256,2.0089333664952354,S,3.1598334123861687,0,D,False,N,r1,Baby,Master
0,1,True,0.4327933656785018,0.7676298785983874,S,0.6792945838081278,0,D,True,E,r2,Adut,Mr
0,1,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,A,True,B,r3,Adut,Mr
0,3,False,-0.47454519624983954,-0.4736736092984604,Q,-0.5609748304808925,1,A,False,N,r1,Unknown,Miss
0,2,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,B,False,N,r1,Adut,Mr
0,3,True,3.1548090514635256,0.7676298785983874,S,2.5396987052416584,0,D,False,N,r1,Teenager,Mr
1,3,True,0.4327933656785018,-0.4736736092984604,S,0.059159876663617626,0,A,False,N,r1,Young Adult,Mr
1,1,False,-0.47454519624983954,0.7676298785983874,S,0.059159876663617626,0,D,True,C,r4,Adut,Mrs
1,1,False,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,D,True,C,r3,Young Adult,Miss
0,1,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,C,False,N,r1,Unknown,Mr
1,3,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,A,False,N,r1,Young Adult,Mr
1,2,False,-0.47454519624983954,0.7676298785983874,S,0.059159876663617626,0,C,False,N,r1,Adut,Mrs
0,1,True,-0.47454519624983954,0.7676298785983874,C,0.059159876663617626,0,C,True,C,r4,Adut,Mr
1,3,False,-0.47454519624983954,-0.4736736092984604,Q,-0.5609748304808925,1,A,False,N,r1,Unknown,Miss
1,1,False,0.4327933656785018,-0.4736736092984604,S,0.059159876663617626,0,D,True,D,r1,Senior,Miss
0,3,False,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,A,False,N,r1,Adut,Miss
0,2,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,A,False,N,r1,Unknown,Mr
0,3,True,3.1548090514635256,0.7676298785983874,Q,2.5396987052416584,0,C,False,N,r1,Child,Master
1,3,False,0.4327933656785018,0.7676298785983874,S,0.6792945838081278,0,C,False,N,r1,Young Adult,Mrs
0,3,True,-0.47454519624983954,-0.4736736092984604,Q,-0.5609748304808925,1,A,False,N,r1,Senior,Mr
0,3,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,A,False,N,r1,Young Adult,Mr
0,3,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,B,False,N,r1,Teenager,Mr
1,3,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,B,False,N,r1,Student,Mr
0,1,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,C,True,A,r1,Unknown,Mr
0,3,True,-0.47454519624983954,-0.4736736092984604,C,-0.5609748304808925,1,B,False,N,r1,Young Adult,Mr
1,3,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,B,False,N,r1,Young Adult,Mr
0,3,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,A,False,N,r1,Student,Mr
1,2,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,B,False,N,r1,Adut,Mr
1,3,False,-0.47454519624983954,-0.4736736092984604,Q,-0.5609748304808925,1,A,False,N,r1,Student,Miss
1,1,False,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,D,False,N,r1,Young Adult,Miss
1,1,False,0.4327933656785018,-0.4736736092984604,C,0.059159876663617626,0,D,True,B,r1,Student,Mrs
0,2,True,-0.47454519624983954,-0.4736736092984604,C,-0.5609748304808925,1,B,True,D,r1,Adut,Mr
0,3,False,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,B,False,N,r1,Student,Miss
0,3,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,A,False,N,r1,Student,Mr
0,1,True,-0.47454519624983954,-0.4736736092984604,C,-0.5609748304808925,1,C,False,N,r1,Unknown,Mr
0,3,True,-0.47454519624983954,-0.4736736092984604,C,-0.5609748304808925,1,A,False,N,r1,Student,Mr
0,1,False,0.4327933656785018,2.0089333664952354,S,1.299429290952638,0,D,True,C,r1,Baby,Miss
1,1,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,C,True,C,r4,Unknown,Mr
1,1,False,-0.47454519624983954,0.7676298785983874,C,0.059159876663617626,0,D,True,B,r2,Adut,Mrs
1,3,False,-0.47454519624983954,-0.4736736092984604,Q,-0.5609748304808925,1,A,False,N,r1,Unknown,Miss
1,3,True,1.340131927606843,-0.4736736092984604,Q,0.6792945838081278,0,C,False,N,r1,Unknown,Mr
0,3,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,A,False,N,r1,Student,Mr
1,2,False,-0.47454519624983954,-0.4736736092984604,Q,-0.5609748304808925,1,B,True,E,r4,Unknown,Miss
0,3,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,B,False,N,r1,Unknown,Mr
1,1,True,0.4327933656785018,2.0089333664952354,S,1.299429290952638,0,D,True,C,r1,Baby,Master
1,1,False,-0.47454519624983954,-0.4736736092984604,C,-0.5609748304808925,1,D,False,N,r1,Unknown,Miss
1,1,False,0.4327933656785018,-0.4736736092984604,C,0.059159876663617626,0,D,True,C,r2,Teenager,Mrs
0,2,True,0.4327933656785018,-0.4736736092984604,C,0.059159876663617626,0,C,False,N,r1,Young Adult,Mr
1,1,False,-0.47454519624983954,-0.4736736092984604,C,-0.5609748304808925,1,D,True,E,r1,Young Adult,Miss
1,1,False,-0.47454519624983954,-0.4736736092984604,C,-0.5609748304808925,1,D,True,C,r2,Student,Miss
1,1,False,1.340131927606843,2.0089333664952354,C,1.9195639980971482,0,D,True,B,r2,Teenager,Miss
0,2,False,0.4327933656785018,0.7676298785983874,S,0.6792945838081278,0,C,False,N,r1,Young Adult,Mrs
0,3,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,A,False,N,r1,Young Adult,Mr
0,2,True,0.4327933656785018,0.7676298785983874,S,0.6792945838081278,0,C,False,N,r1,Adut,Mr
1,3,False,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,A,False,N,r1,Young Adult,Miss
1,2,False,0.4327933656785018,-0.4736736092984604,S,0.059159876663617626,0,C,False,N,r1,Student,Mrs
0,2,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,B,False,N,r1,Adut,Rare
1,1,False,-0.47454519624983954,2.0089333664952354,S,0.6792945838081278,0,D,True,C,r1,Young Adult,Miss
1,1,False,0.4327933656785018,0.7676298785983874,C,0.6792945838081278,0,D,True,E,r1,Adut,Mrs
0,3,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,A,False,N,r1,Student,Mr
0,3,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,A,False,N,r1,Young Adult,Mr
1,2,False,-0.47454519624983954,-0.4736736092984604,Q,-0.5609748304808925,1,B,False,N,r1,Young Adult,Miss
1,2,False,0.4327933656785018,0.7676298785983874,S,0.6792945838081278,0,C,False,N,r1,Student,Mrs
0,3,True,6.784163299176891,2.0089333664952354,S,5.64037224096421,0,D,False,N,r1,Unknown,Mr
1,1,False,-0.47454519624983954,-0.4736736092984604,C,-0.5609748304808925,1,D,True,C,r1,Adut,Miss
0,3,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,A,False,N,r1,Senior,Mr
1,2,False,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,B,True,D,r1,Adut,Mrs
1,3,False,0.4327933656785018,0.7676298785983874,S,0.6792945838081278,0,C,False,N,r1,Young Adult,Mrs
1,1,False,-0.47454519624983954,0.7676298785983874,C,0.059159876663617626,0,D,True,B,r1,Teenager,Miss
1,3,False,1.340131927606843,-0.4736736092984604,Q,0.6792945838081278,0,C,False,N,r1,Unknown,Miss
0,1,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,C,True,C,r4,Adut,Mr
0,1,True,-0.47454519624983954,0.7676298785983874,S,0.059159876663617626,0,D,True,C,r3,Adut,Mr
0,3,True,1.340131927606843,-0.4736736092984604,S,0.6792945838081278,0,C,False,N,r1,Teenager,Mr
1,1,False,0.4327933656785018,-0.4736736092984604,S,0.059159876663617626,0,D,False,N,r1,Unknown,Mrs
0,3,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,A,False,N,r1,Unknown,Mr
0,1,True,0.4327933656785018,-0.4736736092984604,S,0.059159876663617626,0,D,True,C,r1,Young Adult,Mr
1,1,False,-0.47454519624983954,-0.4736736092984604,C,-0.5609748304808925,1,D,True,E,r1,Adut,Miss
1,3,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,B,False,N,r1,Adut,Mr
0,1,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,D,True,T,r1,Adut,Mr
1,2,True,0.4327933656785018,0.7676298785983874,S,0.6792945838081278,0,C,True,F,r1,Baby,Master
1,1,False,2.2474704895351842,2.0089333664952354,S,2.5396987052416584,0,D,True,C,r1,Student,Miss
0,2,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,B,False,N,r1,Young Adult,Mr
0,2,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,B,False,N,r1,Young Adult,Mr
0,2,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,B,False,N,r1,Adut,Mr
1,2,False,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,B,True,F,r1,Student,Miss
1,2,False,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,B,False,N,r1,Adut,Miss
1,3,False,0.4327933656785018,-0.4736736092984604,S,0.059159876663617626,0,C,False,N,r1,Unknown,Mrs
1,3,True,0.4327933656785018,0.7676298785983874,S,0.6792945838081278,0,C,False,N,r1,Baby,Master
0,3,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,B,False,N,r1,Adut,Mr
0,3,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,B,False,N,r1,Student,Mr
0,1,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,D,True,C,r4,Unknown,Mr
0,3,True,0.4327933656785018,0.7676298785983874,C,0.6792945838081278,0,A,False,N,r1,Teenager,Mr
0,3,True,0.4327933656785018,-0.4736736092984604,S,0.059159876663617626,0,C,False,N,r1,Young Adult,Mr
0,3,True,-0.47454519624983954,-0.4736736092984604,C,-0.5609748304808925,1,A,False,N,r1,Unknown,Mr
0,3,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,B,False,N,r1,Young Adult,Mr
1,1,False,-0.47454519624983954,0.7676298785983874,S,0.059159876663617626,0,D,True,E,r1,Student,Miss
0,2,False,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,B,False,N,r1,Adut,Miss
1,3,False,-0.47454519624983954,-0.4736736092984604,Q,-0.5609748304808925,1,A,False,N,r1,Unknown,Miss
1,3,False,-0.47454519624983954,-0.4736736092984604,Q,-0.5609748304808925,1,A,False,N,r1,Unknown,Miss
0,3,True,0.4327933656785018,4.491540342288931,S,2.5396987052416584,0,C,False,N,r1,Adut,Mr
0,2,True,0.4327933656785018,-0.4736736092984604,C,0.059159876663617626,0,C,False,N,r1,Young Adult,Mr
0,3,False,-0.47454519624983954,0.7676298785983874,C,0.059159876663617626,0,B,False,N,r1,Adut,Mrs
0,3,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,A,False,N,r1,Young Adult,Mr
0,3,True,0.4327933656785018,-0.4736736092984604,Q,0.059159876663617626,0,C,False,N,r1,Unknown,Mr
0,3,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,A,False,N,r1,Young Adult,Mr
1,1,False,0.4327933656785018,-0.4736736092984604,C,0.059159876663617626,0,D,True,D,r1,Adut,Mrs
1,3,False,-0.47454519624983954,-0.4736736092984604,C,-0.5609748304808925,1,A,False,N,r1,Unknown,Mrs
1,3,False,-0.47454519624983954,-0.4736736092984604,Q,-0.5609748304808925,1,A,False,N,r1,Unknown,Miss
1,1,False,-0.47454519624983954,-0.4736736092984604,C,-0.5609748304808925,1,D,True,B,r1,Student,Mrs
1,1,True,0.4327933656785018,-0.4736736092984604,C,0.059159876663617626,0,D,True,E,r1,Young Adult,Mr
0,3,True,0.4327933656785018,-0.4736736092984604,S,0.059159876663617626,0,A,False,N,r1,Teenager,Mr
0,3,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,B,False,N,r1,Student,Mr
0,1,True,-0.47454519624983954,-0.4736736092984604,C,-0.5609748304808925,1,D,False,N,r1,Student,Mr
0,3,False,2.2474704895351842,0.7676298785983874,S,1.9195639980971482,0,C,False,N,r1,Baby,Miss
1,1,False,0.4327933656785018,-0.4736736092984604,C,0.059159876663617626,0,D,False,N,r1,Unknown,Mrs
1,3,False,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,A,False,N,r1,Student,Miss
0,1,True,-0.47454519624983954,2.0089333664952354,C,0.6792945838081278,0,D,True,C,r3,Young Adult,Mr
0,3,True,-0.47454519624983954,-0.4736736092984604,C,-0.5609748304808925,1,A,False,N,r1,Student,Mr
0,3,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,A,False,N,r1,Student,Mr
1,1,False,-0.47454519624983954,-0.4736736092984604,C,-0.5609748304808925,1,D,False,N,r1,Adut,Miss
1,3,False,-0.47454519624983954,2.0089333664952354,C,0.6792945838081278,0,C,False,N,r1,Baby,Miss
0,3,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,B,False,N,r1,Young Adult,Mr
1,1,False,0.4327933656785018,-0.4736736092984604,S,0.059159876663617626,0,D,False,N,r1,Young Adult,Mrs
0,3,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,A,False,N,r1,Unknown,Mr
0,2,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,D,False,N,r1,Teenager,Mr
0,3,True,4.0621476133918675,2.0089333664952354,S,3.779968119530679,0,D,False,N,r1,Baby,Master
1,2,False,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,B,False,N,r1,Adut,Miss
0,3,True,-0.47454519624983954,-0.4736736092984604,Q,-0.5609748304808925,1,A,False,N,r1,Unknown,Mr
1,2,False,-0.47454519624983954,-0.4736736092984604,C,-0.5609748304808925,1,B,False,N,r1,Teenager,Miss
1,1,True,0.4327933656785018,2.0089333664952354,S,1.299429290952638,0,D,True,B,r3,Adut,Mr
1,3,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,A,False,N,r1,Student,Mr
0,3,True,1.340131927606843,-0.4736736092984604,S,0.6792945838081278,0,B,False,N,r1,Young Adult,Mr
1,1,False,0.4327933656785018,-0.4736736092984604,C,0.059159876663617626,0,D,True,D,r1,Student,Miss
1,3,False,-0.47454519624983954,2.0089333664952354,S,0.6792945838081278,0,C,True,G,r1,Student,Mrs
0,3,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,A,False,N,r1,Student,Mr
0,3,False,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,A,False,N,r1,Young Adult,Miss
0,2,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,C,False,N,r1,Adut,Mr
0,2,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,B,False,N,r1,Student,Rare
1,2,False,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,B,False,N,r1,Young Adult,Mrs
1,3,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,B,False,N,r1,Adut,Mr
0,3,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,B,False,N,r1,Young Adult,Mr
0,3,False,0.4327933656785018,-0.4736736092984604,S,0.059159876663617626,0,B,False,N,r1,Student,Miss
0,3,True,0.4327933656785018,-0.4736736092984604,S,0.059159876663617626,0,C,False,N,r1,Young Adult,Mr
0,3,False,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,B,False,N,r1,Student,Miss
0,2,True,0.4327933656785018,-0.4736736092984604,S,0.059159876663617626,0,C,False,N,r1,Young Adult,Mr
0,3,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,A,False,N,r1,Adut,Mr
1,2,True,0.4327933656785018,0.7676298785983874,S,0.6792945838081278,0,C,False,N,r1,Baby,Master
0,3,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,A,False,N,r1,Student,Mr
0,3,False,2.2474704895351842,0.7676298785983874,S,1.9195639980971482,0,C,False,N,r1,Unknown,Miss
0,3,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,A,False,N,r1,Unknown,Mr
0,3,True,-0.47454519624983954,-0.4736736092984604,Q,-0.5609748304808925,1,A,False,N,r1,Unknown,Mr
1,1,False,0.4327933656785018,-0.4736736092984604,Q,0.059159876663617626,0,D,True,C,r3,Young Adult,Miss
0,2,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,A,False,N,r1,Unknown,Mr
1,3,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,B,False,N,r1,Adut,Mr
0,3,False,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,B,False,N,r1,Unknown,Mrs
1,2,False,0.4327933656785018,0.7676298785983874,S,0.6792945838081278,0,D,False,N,r1,Young Adult,Mrs
1,2,False,-0.47454519624983954,2.0089333664952354,S,0.6792945838081278,0,B,False,N,r1,Teenager,Miss
0,2,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,B,False,N,r1,Young Adult,Mr
0,3,False,-0.47454519624983954,2.0089333664952354,S,0.6792945838081278,0,C,False,N,r1,Child,Miss
0,3,True,-0.47454519624983954,-0.4736736092984604,C,-0.5609748304808925,1,A,False,N,r1,Unknown,Mr
0,3,True,-0.47454519624983954,-0.4736736092984604,Q,-0.5609748304808925,1,A,False,N,r1,Student,Mr
0,3,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,A,False,N,r1,Young Adult,Mr
0,3,False,0.4327933656785018,0.7676298785983874,S,0.6792945838081278,0,B,False,N,r1,Young Adult,Mrs
0,3,True,0.4327933656785018,0.7676298785983874,S,0.6792945838081278,0,C,False,N,r1,Teenager,Mr
0,3,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,A,False,N,r1,Unknown,Mr
1,2,False,0.4327933656785018,-0.4736736092984604,S,0.059159876663617626,0,C,False,N,r1,Young Adult,Mrs
1,2,False,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,C,False,N,r1,Student,Miss
0,3,True,-0.47454519624983954,-0.4736736092984604,Q,-0.5609748304808925,1,A,False,N,r1,Unknown,Mr
1,3,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,B,True,E,r1,Young Adult,Mr
1,1,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,C,True,C,r2,Young Adult,Mr
1,3,False,0.4327933656785018,-0.4736736092984604,S,0.059159876663617626,0,C,False,N,r1,Unknown,Mrs
1,2,False,0.4327933656785018,-0.4736736092984604,S,0.059159876663617626,0,C,False,N,r1,Adut,Mrs
0,3,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,A,False,N,r1,Teenager,Mr
0,1,True,0.4327933656785018,-0.4736736092984604,S,0.059159876663617626,0,D,True,E,r1,Adut,Mr
1,1,False,0.4327933656785018,2.0089333664952354,S,1.299429290952638,0,D,True,B,r3,Teenager,Miss
0,3,False,1.340131927606843,2.0089333664952354,S,1.9195639980971482,0,D,False,N,r1,Student,Miss
1,2,False,1.340131927606843,3.250236854392083,S,2.5396987052416584,0,C,False,N,r1,Student,Mrs
0,1,True,0.4327933656785018,4.491540342288931,S,2.5396987052416584,0,D,True,C,r1,Senior,Mr
0,2,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,B,False,N,r1,Young Adult,Mr
1,2,False,0.4327933656785018,0.7676298785983874,S,0.6792945838081278,0,C,False,N,r1,Adut,Mrs
0,3,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,B,False,N,r1,Student,Mr
0,3,True,0.4327933656785018,-0.4736736092984604,S,0.059159876663617626,0,A,False,N,r1,Young Adult,Mr
1,2,False,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,B,False,N,r1,Young Adult,Miss
1,3,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,B,False,N,r1,Unknown,Mr
1,1,True,-0.47454519624983954,2.0089333664952354,S,0.6792945838081278,0,D,True,A,r1,Baby,Master
1,2,False,-0.47454519624983954,0.7676298785983874,S,0.059159876663617626,0,C,False,N,r1,Teenager,Miss
1,1,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,C,False,N,r1,Young Adult,Mr
1,3,False,1.340131927606843,0.7676298785983874,C,1.299429290952638,0,C,False,N,r1,Baby,Miss
1,1,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,C,True,C,r4,Adut,Rare
0,2,True,0.4327933656785018,2.0089333664952354,S,1.299429290952638,0,C,False,N,r1,Adut,Mr
0,3,True,0.4327933656785018,-0.4736736092984604,S,0.059159876663617626,0,C,False,N,r1,Unknown,Mr
0,1,True,-0.47454519624983954,-0.4736736092984604,C,-0.5609748304808925,1,C,True,C,r4,Young Adult,Mr
1,1,True,0.4327933656785018,-0.4736736092984604,C,0.059159876663617626,0,D,True,C,r3,Adut,Mr
0,3,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,B,False,N,r1,Unknown,Mr
1,3,True,-0.47454519624983954,-0.4736736092984604,C,-0.5609748304808925,1,A,False,N,r1,Young Adult,Mr
0,1,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,C,True,E,r1,Senior,Mr
1,1,False,0.4327933656785018,-0.4736736092984604,S,0.059159876663617626,0,D,True,D,r1,Unknown,Mrs
1,2,False,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,B,False,N,r1,Adut,Miss
0,3,True,-0.47454519624983954,-0.4736736092984604,Q,-0.5609748304808925,1,A,False,N,r1,Unknown,Mr
1,1,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,C,True,E,r1,Adut,Mr
0,3,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,B,False,N,r1,Young Adult,Mr
0,1,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,D,True,E,r2,Adut,Mr
0,2,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,B,False,N,r1,Adut,Mr
0,3,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,B,False,N,r1,Unknown,Mr
0,3,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,A,False,N,r1,Adut,Mr
0,2,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,A,False,N,r1,Unknown,Mr
0,1,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,C,False,N,r1,Adut,Mr
0,3,True,-0.47454519624983954,-0.4736736092984604,Q,-0.5609748304808925,1,A,False,N,r1,Unknown,Mr
1,3,False,1.340131927606843,0.7676298785983874,C,1.299429290952638,0,C,False,N,r1,Baby,Miss
0,3,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,A,False,N,r1,Unknown,Mr
0,3,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,B,False,N,r1,Adut,Mr
1,2,False,0.4327933656785018,2.0089333664952354,S,1.299429290952638,0,C,False,N,r1,Young Adult,Mrs
1,2,False,-0.47454519624983954,-0.4736736092984604,C,-0.5609748304808925,1,B,True,D,r1,Student,Mrs
0,3,False,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,B,False,N,r1,Student,Miss
0,1,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,D,True,A,r1,Unknown,Mr
0,2,True,0.4327933656785018,-0.4736736092984604,S,0.059159876663617626,0,C,False,N,r1,Young Adult,Mr
0,3,True,0.4327933656785018,-0.4736736092984604,S,0.059159876663617626,0,A,False,N,r1,Young Adult,Mr
0,3,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,A,False,N,r1,Student,Mr
1,3,False,-0.47454519624983954,0.7676298785983874,S,0.059159876663617626,0,B,False,N,r1,Baby,Miss
0,3,True,4.0621476133918675,2.0089333664952354,S,3.779968119530679,0,D,False,N,r1,Child,Master
0,2,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,A,False,N,r1,Unknown,Mr
0,3,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,B,False,N,r1,Adut,Mr
1,3,False,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,B,False,N,r1,Senior,Mrs
1,1,True,0.4327933656785018,-0.4736736092984604,C,0.059159876663617626,0,D,True,B,r1,Young Adult,Mr
0,3,False,2.2474704895351842,0.7676298785983874,S,1.9195639980971482,0,C,False,N,r1,Unknown,Miss
1,1,False,0.4327933656785018,-0.4736736092984604,S,0.059159876663617626,0,D,True,C,r3,Young Adult,Mrs
0,1,True,-0.47454519624983954,-0.4736736092984604,C,-0.5609748304808925,1,C,True,B,r1,Adut,Mr
0,3,True,-0.47454519624983954,-0.4736736092984604,S,-0.5609748304808925,1,B,False,N,r1,Young Adult,Mr
